stateabb,ccode,year,irst,milex,milper,pec,tpop,upop,cinc,version
ETH,530,1979,0,289855,250,10951.75,30421,1625,0.0032631,4
ETH,530,1980,0,382043,250,11149.47,31065,1720,0.0032919,4
ETH,530,1981,0,440032,240,11431.81,39591,1649,0.0034819,4
ETH,530,1982,0,459086,240,11713.24,32775,1662,0.003205,4
ETH,530,1983,0,504325,240,12030.32,33680,1969,0.003269,4
ETH,530,1984,0,548706,190,12268.91,42072,1687,0.0031092,4
ETH,530,1985,0,446860,240,12529.52,44255,1748,0.0034395,4
ETH,530,1986,0,445860,300,12991.3,45737,1894,0.0038013,4
ETH,530,1987,0,471590,300,13344.52,47189,2122,0.0038552,4
ETH,530,1988,0,536300,250,13570.16,48587,2123,0.0035568,4
ETH,530,1989,0,536300,250,19157.43,50167,2205,0.0036661,4
ETH,530,1990,0,1310000,250,40418.54,51689,2397,0.004012,4
ETH,530,1991,0,370000,120,40403.48,53383,2420,0.0031844,4
ETH,530,1992,0,811000,120,44381.5,55117,2444,0.003368,4
ETH,530,1993,0,151000,120,41621.74,53236,2467,0.0031232,4
ETH,530,1994,0,120000,120,25954.75,54938,2490,0.0030185,4
ETH,530,1995,0,119000,120,26214.19,56677,2676,0.0030582,4
ETH,530,1996,0,127000,100,26649.8,58506,2862,0.0029618,4
ETH,530,1997,0,134000,100,27400.89,60148,3049,0.003,4
ETH,530,1998,0,387000,200,51370.22,59649,3235,0.0039968,4
ETH,530,1999,0,444000,300,54736.03,61095,3421,0.0048123,4
ETH,530,2000,0,670000,352,56083.18,62565,3645,0.0052706,4
ETH,530,2001,0,580000,252,33040.84,65374,3869,0.0045127,4
ETH,530,2002,0,338000,252,33570.86,67220,4108,0.0044931,4
ETH,530,2003,0,279000,164,34187.75,69127,4270,0.0037633,4
ETH,530,2004,0,348000,173,34828.4,71066,4439,0.0039173,4
ETH,530,2005,0,300000,182,35493.98,73044,4594,0.0040355,4
ETH,530,2006,0,345000,183,36103.46,75067,4754,0.0040662,4
ETH,530,2007,0,336000,153,36692.82,77090,4920,0.0038581,4
ERI,531,1993,0,91000,55,538.8751,3017,358,0.0005437,4
ERI,531,1994,0,41000,55,575.6031,3084,375,0.0005412,4
ERI,531,1995,0,40000,45,595.1306,3171,392,0.0004744,4
ERI,531,1996,0,61000,45,618.098,3280,410,0.0004885,4
ERI,531,1997,0,196000,55,646.3022,3409,429,0.0005972,4
ERI,531,1998,0,297000,100,784.3895,3577,449,0.0009838,4
ERI,531,1999,0,309000,215,816.1494,3719,469,0.0018714,4
ERI,531,2000,0,196000,200,846.3827,3850,499,0.0017314,4
ERI,531,2001,0,173000,172,794.3323,3852,530,0.0015939,4
ERI,531,2002,0,151000,172,821.6047,3964,561,0.0015874,4
ERI,531,2003,0,279000,202,852.252,4134,593,0.0018577,4
ERI,531,2004,0,72000,202,736.8983,4307,627,0.0018556,4
ERI,531,2005,0,65000,202,766.8911,4473,660,0.0018798,4
ERI,531,2006,0,-9,202,785.6869,4631,695,0.0022318,4
ERI,531,2007,0,-9,202,808.5138,4781,731,0.0022562,4
ANG,540,1975,5,146004,30,7474.012,6123,695,0.0007717,4
ANG,540,1976,5,-9,35,6905.822,6277,733,0.000877,4
ANG,540,1977,5,-9,47,8109.513,6450,772,0.0009972,4
ANG,540,1978,10,-9,47,8415.523,6636,814,0.0009982,4
ANG,540,1979,10,529165,47,8966.118,6828,858,0.0009956,4
ANG,540,1980,10,682543,47,9030.393,7019,899,0.001024,4
ANG,540,1981,10,688223,53,9106.72,7209,941,0.0010496,4
ANG,540,1982,10,781095,54,8881.211,7399,983,0.0010613,4
ANG,540,1983,10,563002,54,9493.645,7592,1025,0.0010188,4
ANG,540,1984,10,-9,60,9709.654,7793,1065,0.0010799,4
ANG,540,1985,10,983690,66,9970.074,8003,1106,0.0011484,4
ANG,540,1986,10,1090000,70,10049.67,8225,1215,0.0011828,4
ANG,540,1987,10,819000,74,10805.12,8457,1323,0.001161,4
ANG,540,1988,10,819000,107,10462.18,8700,1432,0.0013475,4
ANG,540,1989,10,2690000,107,10558.92,9739,1541,0.0018316,4
ANG,540,1990,10,2732000,115,10345.09,10020,1649,0.0018415,4
ANG,540,1991,10,538965,150,10524.37,9515,1571,0.0016723,4
ANG,540,1992,10,-9,128,10819.23,10609,1751,0.0018104,4
ANG,540,1993,9,1100000,128,11065.58,10133,1851,0.0017683,4
ANG,540,1994,9,524000,120,10470.37,10466,1956,0.0015898,4
ANG,540,1995,9,400000,100,14128.93,10816,2052,0.0014605,4
ANG,540,1996,9,460000,95,14165.02,11185,2154,0.0014532,4
ANG,540,1997,9,764000,95,13094.36,11569,2260,0.001521,4
ANG,540,1998,9,974000,100,13439.57,12092,2371,0.0016411,4
ANG,540,1999,9,1005000,100,14568.02,12479,2488,0.0016574,4
ANG,540,2000,9,2000000,108,14888.93,12878,2608,0.0019218,4
ANG,540,2001,9,1470000,130,14821.58,12883,2734,0.0020368,4
ANG,540,2002,-9,1000000,100,16881.16,15164,2870,0.0021139,4
ANG,540,2003,-9,366000,120,13266.12,15647,3013,0.0021194,4
ANG,540,2004,-9,958000,114,22133.8,16135,3162,0.0022754,4
ANG,540,2005,-9,1189000,108,23916.6,16618,3298,0.0022973,4
ANG,540,2006,-9,1588000,108,26322.75,17089,3439,0.0023706,4
ANG,540,2007,-9,2264000,107,28484.58,17555,3587,0.0024825,4
MZM,541,1975,0,18018,20,9909.551,9119,539,0.0007834,4
MZM,541,1976,0,52853,21,9813.131,9322,576,0.0007988,4
MZM,541,1977,0,65886,26,10357.19,9529,616,0.0008443,4
MZM,541,1978,0,108923,25,10725.76,9741,658,0.0008523,4
MZM,541,1979,0,111399,30,11173.51,9958,703,0.0008859,4
MZM,541,1980,0,136775,30,12157.29,12103,739,0.0009798,4
MZM,541,1981,0,192301,30,10202.88,12453,837,0.0009784,4
MZM,541,1982,0,203444,30,10112.48,12801,935,0.0009923,4
MZM,541,1983,0,360055,32,9846.38,13150,1034,0.0010447,4
MZM,541,1984,0,231086,34,8942.695,13507,1132,0.0009926,4
MZM,541,1985,0,238592,35,8650.342,13868,1230,0.0010113,4
MZM,541,1986,0,276040,65,8488.446,14161,1328,0.0011938,4
MZM,541,1987,0,106090,65,8380.48,14116,1399,0.001152,4
MZM,541,1988,0,97570,65,8304.121,13946,1474,0.0011324,4
MZM,541,1989,0,100280,65,8203.363,13985,1553,0.0011384,4
MZM,541,1990,0,113090,65,8135.226,14151,1675,0.0011383,4
MZM,541,1991,0,114440,65,8120.497,14420,1808,0.0012027,4
MZM,541,1992,0,100690,50,8163.965,14790,1951,0.0011366,4
MZM,541,1993,0,91000,50,8251.32,15583,2105,0.0011661,4
MZM,541,1994,0,106000,11,8475.092,16614,2271,0.0009276,4
MZM,541,1995,0,58000,12,8602.232,17423,2415,0.0009443,4
MZM,541,1996,0,64000,11,8687.902,17796,2569,0.0009423,4
MZM,541,1997,0,72000,14,8941.835,18265,2732,0.0009764,4
MZM,541,1998,0,82000,14,9883.286,18880,2905,0.0010058,4
MZM,541,1999,0,94000,8,10144.06,19285,3090,0.0009717,4
MZM,541,2000,0,91000,6,10456.38,19680,3244,0.0009614,4
MZM,541,2001,0,71000,11,11588.77,17653,3406,0.000955,4
MZM,541,2002,0,89000,11,11978.84,18078,3576,0.0009699,4
MZM,541,2003,0,57000,8,12267.82,18514,3754,0.0009241,4
MZM,541,2004,0,70000,9,12782.48,18962,3941,0.0009699,4
MZM,541,2005,0,58000,11,13357,19420,4118,0.0009994,4
MZM,541,2006,0,57000,11,13840.23,19889,4303,0.0010113,4
MZM,541,2007,0,57000,11,14433.54,20367,4496,0.0010318,4
ZAM,551,1964,0,11761,9,1228,3596,226,0.0003793,4
ZAM,551,1965,0,33604,9,1439,3695,281,0.0004255,4
ZAM,551,1966,0,35284,11,1299,3797,360,0.0004453,4
ZAM,551,1967,0,40325,10,1642,3902,462,0.0004713,4
ZAM,551,1968,0,49006,11,1533,4010,588,0.0005044,4
ZAM,551,1969,0,37239,11,1403,4125,713,0.0005158,4
ZAM,551,1970,0,39759,12,2284.135,4238,853,0.0005567,4
ZAM,551,1971,0,62000,13,3790.767,4358,1039,0.0006478,4
ZAM,551,1972,0,77000,14,4475.642,4483,1179,0.0006877,4
ZAM,551,1973,0,52000,16,5230.405,4614,1223,0.0006918,4
ZAM,551,1974,0,59000,16,6280.994,4751,1267,0.0007031,4
ZAM,551,1975,0,62000,16,6484.951,4893,1311,0.0007059,4
ZAM,551,1976,0,68000,17,6724.95,5041,1355,0.0007138,4
ZAM,551,1977,0,70000,20,6933.125,5195,1399,0.0007351,4
ZAM,551,1978,0,76000,14,6969.694,5355,1443,0.0006939,4
ZAM,551,1979,0,164084,14,7253.142,5522,1487,0.0007192,4
ZAM,551,1980,0,140040,15,7290.114,5738,1538,0.00072,4
ZAM,551,1981,0,326097,17,7375.198,5869,1850,0.0008211,4
ZAM,551,1982,0,185000,16,7640.008,6052,1897,0.0007813,4
ZAM,551,1983,0,378665,16,7634.673,6242,1944,0.0008178,4
ZAM,551,1984,0,295431,16,7587.139,6440,1988,0.00077,4
ZAM,551,1985,0,35081,16,7707.044,6725,2032,0.0007213,4
ZAM,551,1986,0,69164,17,7828.196,6560,2092,0.0007206,4
ZAM,551,1987,0,71014,17,7764.712,6720,2152,0.0007183,4
ZAM,551,1988,0,105000,17,8075.383,7531,2212,0.000746,4
ZAM,551,1989,0,118550,17,7587.804,7804,2272,0.0007566,4
ZAM,551,1990,0,94990,16,7885.816,8073,2325,0.0007405,4
ZAM,551,1991,0,60000,16,8030.362,7389,2402,0.0007354,4
ZAM,551,1992,0,-9,16,8210.999,7555,2478,0.0008789,4
ZAM,551,1993,0,54000,16,8354.586,7723,2555,0.0007384,4
ZAM,551,1994,0,60000,16,8474.479,7897,2631,0.0007354,4
ZAM,551,1995,0,61000,16,15024.03,8081,2708,0.000782,4
ZAM,551,1996,0,60000,16,15007.96,8275,2784,0.0007728,4
ZAM,551,1997,0,59000,21,15530.81,8478,2861,0.0008081,4
ZAM,551,1998,0,66000,17,15726.1,8781,2937,0.0007871,4
ZAM,551,1999,0,88000,17,9421.312,8976,3014,0.0007405,4
ZAM,551,2000,0,29000,22,9332.933,9169,2407,0.0007019,4
ZAM,551,2001,0,27000,22,10218.11,10089,2465,0.0007402,4
ZAM,551,2002,0,26000,22,10510.95,10409,2524,0.0007439,4
ZAM,551,2003,0,95000,18,10763.68,10744,2585,0.000709,4
ZAM,551,2004,0,122000,16,11048.52,11090,2648,0.000717,4
ZAM,551,2005,0,158000,15,11372.75,11441,2722,0.0007225,4
ZAM,551,2006,0,300000,15,11702.97,11799,2800,0.0007474,4
ZAM,551,2007,0,247000,15,12024.99,12161,2879,0.0007486,4
ZIM,552,1965,130,15435,10,1909,4475,553,0.0005956,4
ZIM,552,1966,130,17640,10,1794,4630,585,0.0005868,4
ZIM,552,1967,140,20160,10,1360,4790,619,0.0005791,4
ZIM,552,1968,136,21700,11,1786,4960,647,0.0005938,4
ZIM,552,1969,140,21560,11,1854,5130,677,0.000594,4
ZIM,552,1970,250,25480,11,5735.329,5310,709,0.0006897,4
ZIM,552,1971,300,49636,11,7085.608,5550,744,0.0007561,4
ZIM,552,1972,350,51939,11,6756.318,5690,779,0.0007462,4
ZIM,552,1973,400,76823,11,7406.317,5890,809,0.0007677,4
ZIM,552,1974,500,102017,15,7141.823,6080,844,0.000817,4
ZIM,552,1975,800,116956,15,6818.876,6280,885,0.0009055,4
ZIM,552,1976,734,140294,17,8048.362,6330,931,0.0009124,4
ZIM,552,1977,734,206992,17,7357,6520,976,0.0009258,4
ZIM,552,1978,778,261039,24,7478.038,6720,1029,0.0009831,4
ZIM,552,1979,740,363507,38,7705.894,6930,999,0.0010665,4
ZIM,552,1980,804,456298,94,7916.948,7096,1135,0.001471,4
ZIM,552,1981,691,407009,74,7886.067,7360,1086,0.0012825,4
ZIM,552,1982,528,336401,50,7895.294,7477,1243,0.0011053,4
ZIM,552,1983,672,378076,46,8490.624,7740,1312,0.0011344,4
ZIM,552,1984,391,295676,46,8325.457,7980,1371,0.0010056,4
ZIM,552,1985,463,278430,46,8511.402,8379,1429,0.0010318,4
ZIM,552,1986,490,389990,45,9767.774,8406,1488,0.0010545,4
ZIM,552,1987,515,423730,45,10555.61,8640,1546,0.0010683,4
ZIM,552,1988,500,460000,45,10902.47,8878,1605,0.0010633,4
ZIM,552,1989,650,387040,51,11086.94,9122,1663,0.0011413,4
ZIM,552,1990,580,361450,45,11837.63,9369,1722,0.0010785,4
ZIM,552,1991,581,334010,45,11527.48,10136,1780,0.001142,4
ZIM,552,1992,547,224770,48,11483.18,10410,1839,0.0011557,4
ZIM,552,1993,221,208820,48,11258.16,10779,1897,0.0010832,4
ZIM,552,1994,154,200000,43,11983.44,11150,1956,0.0010394,4
ZIM,552,1995,220,233000,40,11079.91,11526,2014,0.0010327,4
ZIM,552,1996,212,242000,40,10904.14,11908,2073,0.0010346,4
ZIM,552,1997,214,304000,40,10792.41,12294,2131,0.0010478,4
ZIM,552,1998,212,334000,40,10909.85,11377,2190,0.0010326,4
ZIM,552,1999,255,418000,40,11908.88,11529,2248,0.0010592,4
ZIM,552,2000,258,276000,40,14801.77,11669,2307,0.0010393,4
ZIM,552,2001,149,267000,39,14600.16,12960,2365,0.0010551,4
ZIM,552,2002,105,920000,26,14731.79,12813,2424,0.0010488,4
ZIM,552,2003,152,110000,29,14485.09,12666,2454,0.0008929,4
ZIM,552,2004,135,251000,29,14445.15,12519,2485,0.0009107,4
ZIM,552,2005,107,136000,29,15016.85,12372,2523,0.0008831,4
ZIM,552,2006,24,156000,29,14791.48,12225,2563,0.0008578,4
ZIM,552,2007,23,-9,29,14471.73,12078,2602,0.0009938,4
MAW,553,1964,0,840,0,5,3794,0,0.0001975,4
MAW,553,1965,0,1400,4,8,3908,0,0.0002322,4
MAW,553,1966,0,1400,4,10,4023,109,0.0002619,4
MAW,553,1967,0,1680,4,12,4124,109,0.0002609,4
MAW,553,1968,0,1440,4,65,4227,110,0.0002612,4
MAW,553,1969,0,1440,5,56,4333,110,0.000267,4
MAW,553,1970,0,1440,4,1368.596,4606,124,0.0002947,4
MAW,553,1971,0,1685,4,1409.768,4726,138,0.0003028,4
MAW,553,1972,0,1871,4,1464.522,4848,153,0.0003015,4
MAW,553,1973,0,2929,5,1527.828,4974,168,0.0003111,4
MAW,553,1974,0,3923,5,1554.82,5104,181,0.0003128,4
MAW,553,1975,0,8567,5,1637.755,5236,193,0.000318,4
MAW,553,1976,0,8872,4,1655.278,5372,206,0.000313,4
MAW,553,1977,0,13512,4,3168.081,5606,219,0.0003431,4
MAW,553,1978,0,21097,3,3363.01,5683,232,0.0003399,4
MAW,553,1979,0,22157,3,3562.988,5865,246,0.0003446,4
MAW,553,1980,0,29403,4,3833.171,6046,259,0.0003601,4
MAW,553,1981,0,37008,6,3938.647,6227,273,0.0003787,4
MAW,553,1982,0,26087,6,4067.986,6408,287,0.000381,4
MAW,553,1983,0,23945,6,4166.003,6618,302,0.0003851,4
MAW,553,1984,0,20998,6,4177.847,6839,316,0.0003727,4
MAW,553,1985,0,36420,6,4226.581,7059,331,0.0003798,4
MAW,553,1986,0,22300,7,4275.132,7279,449,0.0004002,4
MAW,553,1987,0,22300,7,4279.511,7499,566,0.0004167,4
MAW,553,1988,0,20730,7,2637.813,7755,613,0.0004078,4
MAW,553,1989,0,22020,7,2794.923,8022,659,0.00042,4
MAW,553,1990,0,18000,7,1919.699,8289,706,0.0004138,4
MAW,553,1991,0,20000,8,1930.104,8556,752,0.00044,4
MAW,553,1992,0,19430,10,1970.913,8823,799,0.000464,4
MAW,553,1993,0,17500,10,1867.088,9135,845,0.0004692,4
MAW,553,1994,0,21000,10,1973.269,9461,892,0.0004773,4
MAW,553,1995,0,21000,10,1901.302,9788,939,0.0004827,4
MAW,553,1996,0,24000,8,1885.279,10114,985,0.0004737,4
MAW,553,1997,0,23000,8,1901.971,10441,1032,0.0004786,4
MAW,553,1998,0,26000,8,1931.066,10346,1078,0.0004754,4
MAW,553,1999,0,27000,5,1979.172,10640,1125,0.0004567,4
MAW,553,2000,0,6000,5,2019.534,10925,1171,0.0004562,4
MAW,553,2001,0,6000,5,2030.228,10816,1218,0.000455,4
MAW,553,2002,0,15000,5,2087.156,11175,1264,0.0004635,4
MAW,553,2003,0,13000,5,2050.258,11549,1311,0.0004608,4
MAW,553,2004,0,13000,5,2123.031,11938,1334,0.0004749,4
MAW,553,2005,0,34000,5,2148.927,12341,1357,0.0004843,4
MAW,553,2006,0,39000,5,2174.202,12758,1380,0.0004904,4
MAW,553,2007,0,42000,5,2249.689,13188,1786,0.0005272,4
SAF,560,1920,0,5609,-9,11036,6842,611,0.0038786,4
SAF,560,1921,20,6521,-9,10977,6958,653,0.0043002,4
SAF,560,1922,15,4106,-9,9397,7129,672,0.0038192,4
SAF,560,1923,25,4351,2,11398,7310,696,0.0033551,4
SAF,560,1924,28,4846,-9,12208,7489,721,0.0041885,4
SAF,560,1925,37,5547,2,12713,7664,756,0.0036039,4
SAF,560,1926,39,5759,2,13447,7841,798,0.0037436,4
SAF,560,1927,35,5753,2,13126,8014,830,0.003551,4
SAF,560,1928,32,5294,2,13284,8190,865,0.0034653,4
SAF,560,1929,39,5152,2,13867,8364,892,0.003426,4
SAF,560,1930,40,4302,1,13081,8541,926,0.003417,4
SAF,560,1931,43,3696,2,11714,8718,955,0.0034726,4
SAF,560,1932,43,3514,2,10764,8898,989,0.0035714,4
SAF,560,1933,9,3576,2,11682,9074,1024,0.0034987,4
SAF,560,1934,11,6667,3,13339,9254,1072,0.0036437,4
SAF,560,1935,188,7368,4,14950,9435,1128,0.0040299,4
SAF,560,1936,248,8845,4,16568,9618,1178,0.0041133,4
SAF,560,1937,284,10393,4,17598,9802,1233,0.0041214,4
SAF,560,1938,300,16139,4,18598,9986,1283,0.0044287,4
SAF,560,1939,368,8322,5,19640,10170,1344,0.0043412,4
SAF,560,1940,363,28826,-9,21388,10353,1402,0.0053545,4
SAF,560,1941,339,112840,120,22385,10536,1470,0.0056575,4
SAF,560,1942,346,290160,-9,24759,10716,1548,0.0063222,4
SAF,560,1943,418,198429,140,23908,10899,1610,0.0056633,4
SAF,560,1944,484,201500,140,28252,11081,1683,0.0058282,4
SAF,560,1945,536,206537,-9,24578,11265,1766,0.006418,4
SAF,560,1946,516,96481,40,24655,11451,1839,0.0062895,4
SAF,560,1947,603,67331,30,24899,11690,1911,0.0056087,4
SAF,560,1948,596,67902,10,25156,11957,1978,0.0052241,4
SAF,560,1949,636,44088,9,26716,12212,2031,0.0051927,4
SAF,560,1950,816,29232,10,23448,13310,2090,0.0050475,4
SAF,560,1951,1007,57071,11,23588,13609,2154,0.0050591,4
SAF,560,1952,1258,65151,13,24858,13918,2217,0.0051601,4
SAF,560,1953,1298,58741,14,25206,14240,2284,0.0050161,4
SAF,560,1954,1431,55960,15,25965,14569,2358,0.0051388,4
SAF,560,1955,1580,58252,16,28473,14911,2429,0.0047844,4
SAF,560,1956,1605,66964,17,29762,15257,2506,0.0047272,4
SAF,560,1957,1737,72062,19,30795,15618,2583,0.0047776,4
SAF,560,1958,1832,55882,20,32847,15994,2670,0.0049306,4
SAF,560,1959,1895,40571,21,32287,16385,2761,0.004678,4
SAF,560,1960,2113,61333,22,33810,17122,2837,0.0046757,4
SAF,560,1961,2475,90706,24,35043,17577,2997,0.0049205,4
SAF,560,1962,2634,161471,24,36563,18048,3186,0.0050208,4
SAF,560,1963,2834,164202,45,37656,18547,3382,0.0051719,4
SAF,560,1964,3107,237751,50,40082,19076,3593,0.0052926,4
SAF,560,1965,3293,252257,55,42622,19607,3820,0.0054106,4
SAF,560,1966,3302,284518,50,41869,20162,4074,0.0052317,4
SAF,560,1967,3750,325462,50,43728,20725,4338,0.0053871,4
SAF,560,1968,4060,332448,55,46215,21292,4602,0.0054368,4
SAF,560,1969,4543,350104,55,47438,21881,4884,0.0054683,4
SAF,560,1970,4674,358656,40,74460.77,22458,6046,0.0057884,4
SAF,560,1971,4920,423658,60,82575.63,23056,5528,0.0060024,4
SAF,560,1972,5343,425670,75,84555.09,23683,5830,0.0060505,4
SAF,560,1973,5630,632491,40,88699.52,24333,6128,0.0058511,4
SAF,560,1974,5834,964228,45,92611.17,24997,6492,0.006107,4
SAF,560,1975,6570,1247438,50,100335.7,25669,6771,0.0066537,4
SAF,560,1976,7137,1445492,59,104292.6,26347,7053,0.0068084,4
SAF,560,1977,7379,1814627,67,108868.1,27032,7336,0.0070496,4
SAF,560,1978,7903,2181013,78,110735.5,27728,7609,0.0071727,4
SAF,560,1979,8781,2241625,70,117340.1,28440,7853,0.0072316,4
SAF,560,1980,9064,2858612,70,126267,29170,8138,0.0075826,4
SAF,560,1981,9004,3081006,78,141718.3,29919,8402,0.0078843,4
SAF,560,1982,8271,2675998,78,149603.9,30686,8663,0.0078509,4
SAF,560,1983,7190,3306705,77,156497,31467,8919,0.0076777,4
SAF,560,1984,7827,2634556,97,193019.2,32254,9159,0.0075067,4
SAF,560,1985,8582,2147000,95,197429.3,33043,9296,0.0075516,4
SAF,560,1986,8127,2340000,90,203169.7,33833,9432,0.0074091,4
SAF,560,1987,9032,3290000,102,200038.1,34626,9569,0.0076697,4
SAF,560,1988,8830,3410000,100,208840.8,35425,9706,0.0074816,4
SAF,560,1989,9337,3600000,100,208980.3,36237,9843,0.0077281,4
SAF,560,1990,8691,4320000,85,205838.8,37066,9979,0.0074112,4
SAF,560,1991,9358,3850000,80,212413.6,38012,9891,0.0077467,4
SAF,560,1992,9096,3320000,75,202857.7,38819,10228,0.0075597,4
SAF,560,1993,8730,3482000,75,219542.3,39628,10577,0.0076006,4
SAF,560,1994,8525,4071000,75,230665.5,40436,10938,0.007664,4
SAF,560,1995,8741,3177000,75,219734.2,41244,11280,0.0073047,4
SAF,560,1996,7999,2804000,75,209427.4,42393,11633,0.006909,4
SAF,560,1997,8311,2517000,75,224065.5,43336,11997,0.0068931,4
SAF,560,1998,7956,1900000,75,246865.8,39357,12373,0.0067898,4
SAF,560,1999,7857,1755000,68,287930.3,39900,12760,0.0069094,4
SAF,560,2000,8481,2019000,63,286648.6,40377,13041,0.0068133,4
SAF,560,2001,8821,1829000,62,265245.7,44929,13328,0.0067715,4
SAF,560,2002,9095,1874000,60,232398.7,45587,13621,0.0064307,4
SAF,560,2003,9481,2712000,56,250915.8,46206,13921,0.0063951,4
SAF,560,2004,9500,3132000,55,332615.2,46787,14227,0.00676,4
SAF,560,2005,9494,3697000,55,322301.9,47335,14480,0.0066538,4
SAF,560,2006,9718,3527000,56,318302.3,46787,14738,0.0064062,4
SAF,560,2007,9098,3753000,62,325846.6,48287,15000,0.0063162,4
NAM,565,1990,0,47440,10,0,1352,114,0.0001255,4
NAM,565,1991,0,50000,8,148.3574,1388,118,0.0001219,4
NAM,565,1992,0,65320,8,160.2656,1424,121,0.0001291,4
NAM,565,1993,0,57000,8,177.4284,1461,126,0.0001299,4
NAM,565,1994,0,57000,8,188.8589,1499,132,0.0001304,4
NAM,565,1995,0,65000,8,590.3288,1536,137,0.0001358,4
NAM,565,1996,0,74000,8,581.4637,1575,142,0.0001388,4
NAM,565,1997,0,89000,8,558.7623,1613,147,0.000143,4
NAM,565,1998,0,94000,3,646.2224,1660,152,0.0001086,4
NAM,565,1999,0,120000,3,668.9543,1695,158,0.0001141,4
NAM,565,2000,0,109000,9,744.6028,1726,163,0.0001581,4
NAM,565,2001,0,91000,9,746.8653,1726,169,0.0001579,4
NAM,565,2002,0,80000,9,704.1828,1860,175,0.0001577,4
NAM,565,2003,0,131000,9,772.416,1891,181,0.0001638,4
NAM,565,2004,0,169000,9,842.8908,1923,188,0.0001705,4
NAM,565,2005,0,166000,9,875.9691,1957,194,0.0001718,4
NAM,565,2006,0,197000,9,919.9486,1992,201,0.0001748,4
NAM,565,2007,0,239000,9,996.6858,2028,208,0.0001794,4
LES,570,1966,0,0,0,69,982,0,0.0000509,4
LES,570,1967,0,0,0,71,1002,0,0.0000508,4
LES,570,1968,0,0,0,73,1022,0,0.0000507,4
LES,570,1969,0,0,0,75,1043,0,0.0000506,4
LES,570,1970,0,0,0,252.4721,1064,0,0.0000533,4
LES,570,1971,0,0,0,258.0826,1086,0,0.0000543,4
LES,570,1972,0,0,0,263.3813,1109,0,0.0000534,4
LES,570,1973,0,0,0,268.9918,1137,0,0.0000534,4
LES,570,1974,0,0,1,275.2257,1160,0,0.0000597,4
LES,570,1975,0,0,1,281.7713,1187,0,0.0000599,4
LES,570,1976,0,0,1,288.6285,1214,0,0.0000599,4
LES,570,1977,0,0,1,295.7975,1254,0,0.0000607,4
LES,570,1978,0,1000,1,303.5898,1291,0,0.0000614,4
LES,570,1979,0,6000,1,311.3822,1329,0,0.0000633,4
LES,570,1980,0,0,1,319.4862,1339,0,0.0000613,4
LES,570,1981,0,11000,2,327.5903,1366,0,0.0000701,4
LES,570,1982,0,10000,2,348.4738,1400,0,0.0000704,4
LES,570,1983,0,23000,2,358.1363,1434,0,0.0000734,4
LES,570,1984,0,47000,2,363.4351,1468,0,0.0000767,4
LES,570,1985,0,11550,2,372.4742,1503,0,0.0000699,4
LES,570,1986,0,31560,2,381.5133,1578,100,0.0000899,4
LES,570,1987,0,15000,2,390.8641,1618,106,0.0000873,4
LES,570,1988,0,17070,2,400.215,1692,112,0.0000893,4
LES,570,1989,0,31840,2,409.5658,1700,119,0.0000935,4
LES,570,1990,0,23744,2,427.1344,1783,126,0.0000926,4
LES,570,1991,0,22836,2,439.9816,1830,133,0.0000962,4
LES,570,1992,0,37780,2,455.3771,1878,140,0.0001016,4
LES,570,1993,0,17100,2,471.5115,1927,148,0.0000982,4
LES,570,1994,0,32000,2,486.9181,1977,157,0.000102,4
LES,570,1995,0,33000,2,500.4821,2027,164,0.0001027,4
LES,570,1996,0,33000,2,513.9894,2078,172,0.0001033,4
LES,570,1997,0,32000,2,524.0573,2131,180,0.000104,4
LES,570,1998,0,42000,2,522.5126,2062,189,0.000104,4
LES,570,1999,0,34000,2,680.5339,2108,198,0.000104,4
LES,570,2000,0,27000,2,702.9696,2153,206,0.0001029,4
LES,570,2001,0,24000,2,708.3135,2153,215,0.000103,4
LES,570,2002,0,20000,2,714.0351,1937,224,0.0000956,4
LES,570,2003,0,27000,2,721.2339,1958,233,0.0000948,4
LES,570,2004,0,33000,2,715.2957,1977,243,0.0000969,4
LES,570,2005,0,35000,2,730.0015,1995,252,0.0000976,4
LES,570,2006,0,35000,2,694.2167,2014,261,0.0000969,4
LES,570,2007,0,40000,2,696.6357,2032,271,0.0000976,4
BOT,571,1966,0,0,0,0,538,0,0.0000267,4
BOT,571,1967,0,0,0,0,539,0,0.0000262,4
BOT,571,1968,0,0,0,0,553,0,0.0000264,4
BOT,571,1969,0,0,0,0,570,0,0.0000266,4
BOT,571,1970,0,0,0,202.2341,597,0,0.0000311,4
BOT,571,1971,0,0,0,210.2537,593,0,0.0000309,4
BOT,571,1972,0,0,0,227.2652,621,0,0.0000313,4
BOT,571,1973,0,0,0,250.2512,650,0,0.0000321,4
BOT,571,1974,0,0,1,289.0435,680,0,0.0000397,4
BOT,571,1975,0,0,1,341.2325,712,0,0.0000413,4
BOT,571,1976,0,0,1,509.7726,745,0,0.0000444,4
BOT,571,1977,0,3000,1,590.7771,780,0,0.0000474,4
BOT,571,1978,0,7000,1,627.1863,763,0,0.0000475,4
BOT,571,1979,0,13000,2,685.2758,854,0,0.0000587,4
BOT,571,1980,0,37000,3,711.4957,894,0,0.0000721,4
BOT,571,1981,0,31000,3,738.2084,935,0,0.0000709,4
BOT,571,1982,0,27000,3,780.7747,975,0,0.0000708,4
BOT,571,1983,0,26000,3,758.125,1011,0,0.0000706,4
