tstamp	tyear	pow
200201190945   18.40625  11057
200201190950   18.40972  11163
200201190955   18.41319  10157
200201191000   18.41667  11049
200201191005   18.42014  11986
200201191010   18.42361  11681
200201191015   18.42708  11499
200201191020   18.43056  11316
200201191025   18.43403  12360
200201191030   18.43750  12443
200201191035   18.44097  12535
200201191040   18.44444  12543
200201191045   18.44792  13274
200201191050   18.45139  12299
200201191055   18.45486  11438
200201191100   18.45833  12504
200201191105   18.46181  11796
200201191110   18.46528  12047
200201191115   18.46875  12603
200201191120   18.47222  11628
200201191125   18.47569  11643
200201191130   18.47917  11758
200201191135   18.48264  11948
200201191140   18.48611  12085
200201191145   18.48958  11422
200201191150   18.49306  10706
200201191155   18.49653  10066
200201191200   18.50000  10043
200201191205   18.50347  10173
200201191210   18.50694  10531
200201191215   18.51042  10866
200201191220   18.51389  10348
200201191225   18.51736  10127
200201191230   18.52083  10020
200201191235   18.52431   9228
200201191240   18.52778   8748
200201191245   18.53125   8108
200201191250   18.53472   7376
200201191255   18.53819   7414
200201191300   18.54167   7308
200201191305   18.54514   7422
200201191310   18.54861   7529
200201191315   18.55208   8496
200201191320   18.55556   9121
200201191325   18.55903   9174
200201191330   18.56250  10805
200201191335   18.56597  10538
200201191340   18.56944  10279
200201191345   18.57292   9876
200201191350   18.57639   9723
200201191355   18.57986   9723
200201191400   18.58333   9342
200201191405   18.58681   9220
200201191410   18.59028   9601
200201191415   18.59375  10348
200201191420   18.59722  11102
200201191425   18.60069  10500
200201191430   18.60417   9936
200201191435   18.60764  10523
200201191440   18.61111  10775
200201191445   18.61458   9990
200201191450   18.61806   9388
200201191455   18.62153   8298
200201191500   18.62500   7635
200201191505   18.62847   7856
200201191510   18.63194   8428
200201191515   18.63542   8230
200201191520   18.63889   7757
200201191525   18.64236   7079
200201191530   18.64583   6896
200201191535   18.64931   6416
200201191540   18.65278   6020
200201191545   18.65625   5624
200201191550   18.65972   5921
200201191555   18.66319   6591
200201191600   18.66667   6012
200201191605   18.67014   5410
200201191610   18.67361   5806
200201191615   18.67708   5989
200201191620   18.68056   5768
200201191625   18.68403   6431
200201191630   18.68750   6309
200201191635   18.69097   5814
200201191640   18.69444   5715
200201191645   18.69792   6462
200201191650   18.70139   6355
200201191655   18.70486   5951
200201191700   18.70833   4945
200201191705   18.71181   5334
200201191710   18.71528   6195
200201191715   18.71875   5464
200201191720   18.72222   5052
200201191725   18.72569   5654
200201191730   18.72917   5555
200201191735   18.73264   4641
200201191740   18.73611   4160
200201191745   18.73958   4000
200201191750   18.74306   3978
200201191755   18.74653   3932
200201191800   18.75000   3932
200201191805   18.75347   4290
200201191810   18.75694   4160
200201191815   18.76042   4679
200201191820   18.76389   4435
200201191825   18.76736   4671
200201191830   18.77083   4168
200201191835   18.77431   4625
200201191840   18.77778   4770
200201191845   18.78125   4442
200201191850   18.78472   3421
200201191855   18.78819   2903
200201191900   18.79167   2835
200201191905   18.79514   2873
200201191910   18.79861   3109
200201191915   18.80208   3429
200201191920   18.80556   3238
200201191925   18.80903   3002
200201191930   18.81250   3300
200201191935   18.81597   3528
200201191940   18.81944   3680
200201191945   18.82292   3993
200201191950   18.82639   4176
200201191955   18.82986   4229
200201192000   18.83333   4168
200201192005   18.83681   3985
200201192010   18.84028   3726
200201192015   18.84375   3787
200201192020   18.84722   3589
200201192025   18.85069   4000
200201192030   18.85417   4412
200201192035   18.85764   3962
200201192040   18.86111   3764
200201192045   18.86458   3871
200201192050   18.86806   3345
200201192055   18.87153   3581
200201192100   18.87500   4648
200201192105   18.87847   4953
200201192110   18.88194   4176
200201192115   18.88542   4191
200201192120   18.88889   4549
200201192125   18.89236   4397
200201192130   18.89583   4412
200201192135   18.89931   4252
200201192140   18.90278   4503
200201192145   18.90625   4801
200201192150   18.90972   4900
200201192155   18.91319   4648
200201192200   18.91667   4320
200201192205   18.92014   4229
200201192210   18.92361   4160
200201192215   18.92708   4069
200201192220   18.93056   3947
200201192225   18.93403   3757
200201192230   18.93750   3879
200201192235   18.94097   3947
200201192240   18.94444   4069
200201192245   18.94792   4016
200201192250   18.95139   4206
200201192255   18.95486   4633
200201192300   18.95833   4199
200201192305   18.96181   4229
200201192310   18.96528   4222
200201192315   18.96875   4260
200201192320   18.97222   3558
200201192325   18.97569   3307
200201192330   18.97917   2819
200201192335   18.98264   3010
200201192340   18.98611   3322
200201192345   18.98958   4267
200201192350   18.99306   5174
200201192355   18.99653   5235
200201200000   19.00000   4968
200201200005   19.00347   4953
200201200010   19.00694   5159
200201200015   19.01042   5243
200201200020   19.01389   5791
200201200025   19.01736   5753
200201200030   19.02083   5806
200201200035   19.02431   5829
200201200040   19.02778   5951
200201200045   19.03125   5928
200201200050   19.03472   5768
200201200055   19.03819   5677
200201200100   19.04167   7117
200201200105   19.04514   8039
200201200110   19.04861   7765
200201200115   19.05208   6881
200201200120   19.05556   6584
200201200125   19.05903   6789
200201200130   19.06250   7247
200201200135   19.06597   7567
200201200140   19.06944   6744
200201200145   19.07292   5936
200201200150   19.07639   5860
200201200155   19.07986   6408
200201200200   19.08333   6020
200201200205   19.08681   5890
200201200210   19.09028   6248
200201200215   19.09375   5982
200201200220   19.09722   5837
200201200225   19.10069   5639
200201200230   19.10417   6416
200201200235   19.10764   6469
200201200240   19.11111   6088
200201200245   19.11458   6599
200201200250   19.11806   7247
200201200255   19.12153   6515
200201200300   19.12500   6386
200201200305   19.12847   5746
200201200310   19.13194   7292
200201200315   19.13542   6835
200201200320   19.13889   6264
200201200325   19.14236   6660
200201200330   19.14583   6767
200201200335   19.14931   6271
200201200340   19.15278   5441
200201200345   19.15625   5136
200201200350   19.15972   5265
200201200355   19.16319   6446
200201200400   19.16667   5586
200201200405   19.17014   5326
200201200410   19.17361   5799
200201200415   19.17708   6325
200201200420   19.18056   5753
200201200425   19.18403   4877
200201200430   19.18750   4602
200201200435   19.19097   4336
200201200440   19.19444   4267
200201200445   19.19792   3932
200201200450   19.20139   4000
200201200455   19.20486   5563
200201200500   19.20833   6980
200201200505   19.21181   6759
200201200510   19.21528   4892
200201200515   19.21875   3155
200201200520   19.22222   2172
200201200525   19.22569   1699
200201200530   19.22917   2134
200201200535   19.23264   3162
200201200540   19.23611   3658
200201200545   19.23958   4618
200201200550   19.24306   4564
200201200555   19.24653   4328
200201200600   19.25000   5098
200201200605   19.25347   5723
200201200610   19.25694   4298
200201200615   19.26042   3277
200201200620   19.26389   4313
200201200625   19.26736   4122
200201200630   19.27083   4222
200201200635   19.27431   4557
200201200640   19.27778   4564
200201200645   19.28125   3528
200201200650   19.28472   4062
200201200655   19.28819   5121
200201200700   19.29167   5479
200201200705   19.29514   5646
200201200710   19.29861   5799
200201200715   19.30208   5898
200201200720   19.30556   5890
200201200725   19.30903   4663
200201200730   19.31250   5456
200201200735   19.31597   5486
200201200740   19.31944   5204
200201200745   19.32292   4846
200201200750   19.32639   4732
200201200755   19.32986   4465
200201200800   19.33333   4991
200201200805   19.33681   5387
200201200810   19.34028   5334
200201200815   19.34375   5174
200201200820   19.34722   4839
200201200825   19.35069   4625
200201200830   19.35417   4557
200201200835   19.35764   4930
200201200840   19.36111   6500
200201200845   19.36458   6995
200201200850   19.36806   6927
200201200855   19.37153   6431
200201200900   19.37500   6073
200201200905   19.37847   6309
200201200910   19.38194   7376
200201200915   19.38542   7064
200201200920   19.38889   6782
200201200925   19.39236   7574
200201200930   19.39583   7300
200201200935   19.39931   7087
200201200940   19.40278   6774
200201200945   19.40625   7772
200201200950   19.40972   8275
200201200955   19.41319   7308
200201201000   19.41667   6431
200201201005   19.42014   7010
200201201010   19.42361   5936
200201201015   19.42708   5974
200201201020   19.43056   7399
200201201025   19.43403   9792
200201201030   19.43750  12040
200201201035   19.44097  12360
200201201040   19.44444  10683
200201201045   19.44792  10432
200201201050   19.45139  13495
200201201055   19.45486  14630
200201201100   19.45833  15187
200201201105   19.46181  14821
200201201110   19.46528  14813
200201201115   19.46875  15347
200201201120   19.47222  14478
200201201125   19.47569  13586
200201201130   19.47917  13038
200201201135   19.48264  13023
200201201140   19.48611  13518
200201201145   19.48958  12093
200201201150   19.49306   7849
200201201155   19.49653   7650
200201201200   19.50000   8176
200201201205   19.50347   8755
200201201210   19.50694   8649
200201201215   19.51042   8435
200201201220   19.51389   8283
200201201225   19.51736   8070
200201201230   19.52083   8336
200201201235   19.52431   9045
200201201240   19.52778   9472
200201201245   19.53125   9601
200201201250   19.53472  10866
200201201255   19.53819  10523
200201201300   19.54167  11727
200201201305   19.54514  11986
200201201310   19.54861  10973
200201201315   19.55208  11689
200201201320   19.55556  12177
200201201325   19.55903  11605
200201201330   19.56250  10813
200201201335   19.56597  10752
200201201340   19.56944  11285
200201201345   19.57292  11819
200201201350   19.57639  11925
200201201355   19.57986  12116
200201201400   19.58333  13731
200201201405   19.58681  13846
200201201410   19.59028  13533
200201201415   19.59375  13465
200201201420   19.59722  14074
200201201425   19.60069  15004
200201201430   19.60417  15720
200201201435   19.60764  14752
200201201440   19.61111  13693
200201201445   19.61458  13967
200201201450   19.61806  14958
200201201455   19.62153  14310
200201201500   19.62500  13388
200201201505   19.62847  12703
200201201510   19.63194  12703
200201201515   19.63542  13076
200201201520   19.63889  13381
200201201525   19.64236  14036
200201201530   19.64583  14912
200201201535   19.64931  15004
200201201540   19.65278  13373
200201201545   19.65625  15796
200201201550   19.65972  16109
200201201555   19.66319  16170
200201201600   19.66667  16634
200201201605   19.67014  17457
200201201610   19.67361  16154
200201201615   19.67708  16398
200201201620   19.68056  16612
200201201625   19.68403  15979
200201201630   19.68750  15080
200201201635   19.69097  15591
200201201640   19.69444  16147
200201201645   19.69792  16413
200201201650   19.70139  16871
200201201655   19.70486  17122
200201201700   19.70833  18174
200201201705   19.71181  18791
200201201710   19.71528  17976
