    date      Mkt-RF     SMB     HML      RF
19800429    0.31    0.19   -0.04   0.060
19800430    0.28   -0.07    0.15   0.060
19800501   -0.63    0.34    0.26   0.038
19800502    0.15    0.09    0.16   0.038
19800505    0.76   -0.23    0.23   0.038
19800506    0.06    0.47   -0.03   0.038
19800507    0.80   -0.06    0.59   0.038
19800508   -0.75    0.67    0.17   0.038
19800509   -1.19    0.89    0.15   0.038
19800512   -0.01    0.01   -0.05   0.038
19800513    1.23   -0.43   -0.25   0.038
19800514    0.65    0.36   -0.26   0.038
19800515    0.14    0.42   -0.37   0.038
19800516    0.43    0.11   -0.19   0.038
19800519    0.24    0.07   -0.11   0.038
19800520   -0.09    0.10   -0.02   0.038
19800521    0.10   -0.04    0.10   0.038
19800522    1.20   -0.42   -0.26   0.038
19800523    1.48   -0.48   -0.08   0.038
19800527    0.71   -0.29    0.25   0.038
19800528    0.61   -0.46    0.02   0.038
19800529   -1.50    0.84   -0.07   0.038
19800530    0.70   -0.48    0.03   0.038
19800602   -0.24    0.33    0.04   0.029
19800603   -0.18    0.23   -0.06   0.029
19800604    1.72   -0.74   -0.67   0.029
19800605    0.21    0.26   -0.03   0.029
19800606    0.44    0.08   -0.22   0.029
19800609    0.40   -0.15    0.20   0.029
19800610    0.78   -0.40   -0.11   0.029
19800611    1.10   -0.52   -0.21   0.029
19800612   -0.30    0.19   -0.24   0.029
19800613    0.29    0.42    0.03   0.029
19800616    0.16   -0.13    0.03   0.029
19800617    0.05    0.08    0.15   0.029
19800618    0.12   -0.22    0.21   0.029
19800619   -1.30    0.86    0.18   0.029
19800620   -0.41    0.28    0.21   0.029
19800623    0.40   -0.07   -0.11   0.029
19800624    0.59   -0.12   -0.13   0.029
19800625    1.24   -0.37   -0.09   0.029
19800626   -0.35    0.38    0.03   0.029
19800627   -0.09    0.34   -0.16   0.029
19800630   -1.45    0.64    0.13   0.029
19800701    0.58   -0.05   -0.67   0.024
19800702    0.67    0.16   -0.48   0.024
19800703    1.38   -0.29   -0.53   0.024
19800707    0.75   -0.12   -0.18   0.024
19800708   -0.28    0.39    0.06   0.024
19800709    0.09    0.25   -0.07   0.024
19800710   -0.80    0.72    0.12   0.024
19800711    0.73    0.05   -0.53   0.024
19800714    1.69   -0.23   -0.93   0.024
19800715   -0.49    0.64    0.08   0.024
19800716    0.22    0.38   -0.09   0.024
19800717    1.41   -0.21   -0.83   0.024
19800718    0.33    0.36   -0.18   0.024
19800721    0.35   -0.03   -0.22   0.024
19800722   -0.27    0.07    0.21   0.024
19800723   -0.12    0.26   -0.04   0.024
19800724   -0.08    0.27   -0.24   0.024
19800725   -0.76    0.43    0.07   0.024
19800728    0.45   -0.23   -0.39   0.024
19800729    0.77    0.07   -0.53   0.024
19800730    0.04    0.85   -0.52   0.024
19800731   -0.42    0.18    0.15   0.024
19800801   -0.20    0.88   -0.30   0.030
19800804   -0.37    0.02    0.33   0.030
19800805   -0.03    0.46   -0.15   0.030
19800806    0.64    0.00   -0.40   0.030
19800807    1.43   -0.34   -0.76   0.030
19800808    0.29    0.11   -0.13   0.030
19800811    0.94   -0.22   -0.23   0.030
19800812   -0.75    0.31    0.15   0.030
19800813   -0.28    0.51    0.08   0.030
19800814    1.50   -0.16   -0.82   0.030
19800815    0.35    0.15   -0.26   0.030
19800818   -1.82    0.11    1.03   0.030
19800819   -0.61    0.05    0.09   0.030
19800820    1.05   -0.11   -0.47   0.030
19800821    1.47    0.08   -0.73   0.030
19800822    0.56    0.21   -0.37   0.030
19800825   -0.49    0.39   -0.21   0.030
19800826   -0.14    0.40   -0.37   0.030
19800827   -0.94    0.57    0.27   0.030
19800828   -1.16    0.13    0.69   0.030
19800829    0.26    0.17   -0.02   0.030
19800902    1.02   -0.28   -0.01   0.036
19800903    1.91   -0.48   -0.42   0.036
19800904   -0.38    0.57    0.13   0.036
19800905   -0.32    0.68   -0.20   0.036
19800908   -1.17    0.71    0.20   0.036
19800909    0.54   -0.12   -0.30   0.036
19800910    0.70    0.32   -0.23   0.036
19800911    0.72    0.49   -0.92   0.036
19800912    0.08    0.61   -0.59   0.036
19800915    0.04    0.08   -0.38   0.036
19800916    0.89    0.04   -0.80   0.036
19800917    1.46   -0.30   -1.09   0.036
19800918   -0.38    0.18    0.11   0.036
19800919    0.52    0.19   -0.45   0.036
19800922    0.78   -0.63   -0.77   0.036
19800923   -0.66   -0.40    0.24   0.036
19800924    0.62   -0.69   -0.49   0.036
19800925   -1.17    0.61    0.29   0.036
19800926   -2.02   -0.03    0.80   0.036
19800929   -2.42   -0.59    1.08   0.036
19800930    1.51   -0.07   -0.96   0.036
19801001    1.34   -0.35   -1.56   0.041
19801002    0.70   -0.06   -0.58   0.041
19801003    1.06    0.29   -0.59   0.041
19801006    1.70   -0.27   -0.93   0.041
19801007   -0.49    0.35    0.03   0.041
19801008    0.46    0.23   -0.57   0.041
19801009   -0.35    0.54    0.05   0.041
19801010   -0.42    0.51    0.38   0.041
19801013    1.17   -0.48   -0.39   0.041
19801014   -0.01    0.24   -0.10   0.041
19801015    1.22   -0.59   -0.53   0.041
19801016   -1.18    0.39    0.75   0.041
19801017   -0.48    0.15    0.06   0.041
19801020    0.67   -0.47    0.06   0.041
19801021   -0.61    0.27    0.10   0.041
19801022    0.15    0.41   -0.20   0.041
19801023   -1.81    0.60    0.86   0.041
19801024    0.20   -0.06    0.14   0.041
19801027   -1.43    0.59    0.41   0.041
19801028    0.06   -0.12   -0.52   0.041
19801029   -0.25    0.24   -0.21   0.041
19801030   -1.53    0.45    0.52   0.041
19801031    0.98   -0.60   -0.20   0.041
19801103    1.11   -0.54   -0.78   0.053
19801105    1.65   -0.39   -1.38   0.053
19801106   -1.82    0.39    0.24   0.053
19801107    0.13   -0.47   -0.11   0.053
19801110    0.20   -0.19   -0.41   0.053
19801111    1.22   -0.37   -0.23   0.053
19801112    2.27   -0.96   -1.12   0.053
19801113    1.46   -0.35   -0.90   0.053
19801114    0.49    0.10   -0.44   0.053
19801117    0.37   -0.48   -0.44   0.053
19801118    1.37   -0.59   -0.95   0.053
19801119   -0.38    0.68   -0.62   0.053
19801120    0.90   -0.38   -0.32   0.053
19801121   -0.82    0.69   -0.06   0.053
19801124   -0.63   -0.33    0.79   0.053
19801125    0.79   -0.07   -0.23   0.053
19801126    0.53    0.07   -0.70   0.053
19801128    0.31    0.02    0.05   0.053
19801201   -2.18    0.92    0.34   0.059
19801202   -0.33   -0.39    0.23   0.059
19801203   -0.12    0.55   -0.39   0.059
19801204   -0.16    0.56   -0.20   0.059
19801205   -1.97    0.62    0.90   0.059
19801208   -2.71   -0.74    1.70   0.059
19801209   -0.22   -0.63    0.19   0.059
19801210   -1.63    0.34    0.82   0.059
19801211   -1.19   -1.45    0.51   0.059
19801212    1.43   -0.08   -1.08   0.059
19801215    0.10    0.24   -0.48   0.059
19801216    0.69   -0.77   -0.45   0.059
19801217    1.56   -0.86   -0.35   0.059
19801218    0.35    0.20    1.22   0.059
19801219    0.65    0.14    0.58   0.059
19801222    1.32   -0.37   -0.03   0.059
19801223   -0.35    0.54    0.14   0.059
19801224    0.35    0.01    0.19   0.059
19801226    0.43   -0.05   -0.26   0.059
19801229   -1.10    0.41   -0.22   0.059
19801230    0.14   -0.08   -0.48   0.059
19801231    0.34    0.58   -0.31   0.059
19810102    0.56    0.22    0.64   0.049
19810105    0.93   -0.26    0.88   0.049
19810106   -0.01    0.18    0.88   0.049
19810107   -2.63   -1.21    1.76   0.049
19810108   -1.37    0.75    0.66   0.049
19810109    0.38    0.62   -0.39   0.049
19810112    0.05    0.37    0.43   0.049
19810113   -0.27    0.15    0.05   0.049
19810114    0.26    0.21   -0.32   0.049
19810115    0.54    0.01   -0.43   0.049
19810116    0.47   -0.07   -0.08   0.049
19810119   -0.28    0.31    0.22   0.049
19810120   -1.89    0.67    0.56   0.049
19810121   -0.35   -0.01    0.32   0.049
19810122   -0.81    0.44    0.08   0.049
19810123   -0.04    0.21   -0.21   0.049
19810126   -0.49   -0.15    0.33   0.049
19810127    1.00   -0.44   -0.29   0.049
19810128   -0.47    0.42    0.31   0.049
19810129   -0.08    0.30    0.45   0.049
19810130   -0.52    0.36    0.95   0.049
19810202   -2.24   -0.09    1.78   0.056
19810203    1.04   -0.93   -0.50   0.056
19810204    0.23    0.46   -0.15   0.056
19810205    0.93    0.08   -0.26   0.056
19810206    0.80    0.13   -0.44   0.056
19810209   -0.97    0.67    0.51   0.056
19810210   -0.15    0.06    0.16   0.056
19810211   -0.75    0.42    0.53   0.056
19810212   -0.65    0.05    0.53   0.056
19810213   -0.29    0.08   -0.08   0.056
19810217    0.41   -0.58   -0.07   0.056
19810218    0.41   -0.28   -0.49   0.056
19810219   -1.45    0.38    0.54   0.056
19810220   -0.15   -0.17    0.53   0.056
19810223    0.55   -0.33   -0.11   0.056
19810224    0.16    0.18   -0.13   0.056
19810225    0.66   -0.76   -0.21   0.056
19810226    1.13    0.08   -0.71   0.056
19810227    0.92    0.10   -0.49   0.056
19810302    0.57    0.04   -0.42   0.055
19810303   -0.93    0.75    0.55   0.055
19810304    0.15   -0.04    0.27   0.055
19810305   -0.54    0.63    0.18   0.055
19810306   -0.09    0.41    0.15   0.055
19810309    0.75   -0.30   -0.51   0.055
19810310   -0.50   -0.04    0.62   0.055
19810311   -0.33    0.06    0.35   0.055
19810312    2.21   -1.02   -0.71   0.055
19810313    0.02    0.22    0.51   0.055
19810316    1.03   -0.30   -0.07   0.055
19810317   -0.47    0.34    0.71   0.055
19810318    0.20    0.21    0.28   0.055
19810319   -0.48    0.87    0.59   0.055
19810320    0.64    0.38   -0.27   0.055
19810323    1.03   -0.41   -1.02   0.055
19810324   -0.58    0.49   -0.28   0.055
19810325    1.54   -0.60   -0.43   0.055
19810326   -0.45    0.53    0.10   0.055
19810327   -1.03    0.67    0.06   0.055
19810330   -0.28    0.23   -0.06   0.055
19810331    1.00   -0.21   -0.10   0.055
19810401    0.53    0.16    0.01   0.051
19810402   -0.03    0.37    0.17   0.051
19810403   -0.48    0.62    0.26   0.051
19810406   -1.13    0.36    0.15   0.051
19810407   -0.05    0.33    0.24   0.051
19810408    0.31    0.01    0.24   0.051
19810409    0.35    0.18    0.45   0.051
19810410    0.00    0.53   -0.14   0.051
19810413   -1.08    0.49    0.32   0.051
19810414   -0.54    0.08    0.73   0.051
19810415    0.99   -0.14   -0.37   0.051
19810416    0.42    0.39   -0.41   0.051
19810420    0.49    0.04   -0.32   0.051
19810421   -0.94    0.57    0.39   0.051
19810422   -0.10    0.18    0.38   0.051
19810423   -0.07    0.56   -0.03   0.051
19810424    0.76   -0.20   -0.15   0.051
19810427    0.20   -0.25    0.04   0.051
19810428   -0.96   -0.25    0.59   0.051
19810429   -0.93    0.16    0.19   0.051
19810430    0.02    0.22   -0.40   0.051
19810501   -0.16    0.03   -0.27   0.057
19810504   -1.54   -0.29    0.43   0.057
19810505   -0.37   -0.34   -0.36   0.057
19810506    0.39   -0.06   -0.39   0.057
19810507    0.72   -0.24   -0.33   0.057
19810508    0.09    0.32    0.06   0.057
19810511   -1.41    0.35    0.70   0.057
19810512    0.65   -0.64    0.16   0.057
19810513   -0.01    0.57   -0.16   0.057
19810514    0.59   -0.03    0.19   0.057
19810515    0.64   -0.20    0.25   0.057
19810518    0.16    0.05   -0.31   0.057
19810519   -0.34    0.07   -0.01   0.057
19810520    0.11    0.44   -0.39   0.057
19810521   -0.10    0.33    0.13   0.057
19810522   -0.05    0.37   -0.10   0.057
19810526    0.92   -0.52   -0.40   0.057
19810527    0.65    0.20   -0.21   0.057
19810528   -0.20    0.81    0.30   0.057
19810529   -0.52    0.58    0.34   0.057
19810601   -0.26    0.42    0.36   0.061
19810602   -1.46    0.22    0.87   0.061
19810603   -0.01   -0.04    0.13   0.061
19810604    0.15    0.01   -0.08   0.061
19810605    0.85   -0.62   -0.25   0.061
19810608   -0.07   -0.15    0.43   0.061
19810609   -0.34   -0.09    0.32   0.061
19810610    0.22   -0.18    0.39   0.061
19810611    1.00   -0.04    0.06   0.061
19810612   -0.06    0.37    0.47   0.061
19810615    0.01   -0.06    1.06   0.061
19810616   -1.16    0.09    1.33   0.061
19810617    0.70   -0.68   -0.24   0.061
19810618   -1.17    0.55    0.24   0.061
19810619    0.41   -0.22   -0.35   0.061
19810622   -0.25   -0.09    0.26   0.061
19810623    0.92   -0.71   -0.18   0.061
19810624   -0.54    0.51    0.15   0.061
19810625    0.14   -0.04   -0.07   0.061
19810626   -0.16    0.24   -0.23   0.061
19810629   -0.69   -0.10    0.34   0.061
19810630   -0.64   -0.16    0.02   0.061
19810701   -0.98    0.35    0.03   0.056
19810702   -0.97    0.03    0.54   0.056
19810706   -1.14   -0.47    0.84   0.056
19810707    0.34   -0.81   -0.12   0.056
19810708    0.08   -0.13   -0.05   0.056
19810709    0.67   -0.18   -0.64   0.056
19810710    0.08    0.24   -0.11   0.056
19810713    0.12   -0.19    0.28   0.056
19810714   -0.06   -0.36   -0.32   0.056
19810715    0.38    0.11   -0.21   0.056
19810716    0.21    0.16   -0.27   0.056
19810717    0.28    0.02   -0.26   0.056
19810720   -1.55    0.22    0.33   0.056
19810721   -0.46   -0.53   -0.07   0.056
19810722   -0.85    0.36    0.33   0.056
19810723    0.10   -0.34   -0.23   0.056
19810724    0.79   -0.34    0.01   0.056
19810727    0.80   -0.33   -0.42   0.056
19810728   -0.57    0.26    0.26   0.056
19810729   -0.03   -0.04    0.35   0.056
19810730    0.52   -0.06   -0.43   0.056
19810731    0.70   -0.22   -0.32   0.056
19810803   -0.36   -0.12    0.10   0.061
19810804    0.40   -0.50   -0.48   0.061
19810805    1.09   -0.58   -0.28   0.061
19810806    0.13    0.12    0.11   0.061
19810807   -0.47    0.18    0.25   0.061
19810810    0.33   -0.72    0.07   0.061
19810811    0.88   -0.63   -0.10   0.061
19810812   -0.25    0.34    0.22   0.061
19810813    0.11    0.05   -0.31   0.061
19810814   -0.67    0.58    0.12   0.061
19810817   -1.01    0.04    0.59   0.061
19810818   -1.09   -0.17    0.72   0.061
19810819    0.20   -0.20   -0.28   0.061
19810820    0.15    0.07   -0.19   0.061
19810821   -1.02    0.38    0.90   0.061
19810824   -3.00    0.08    1.79   0.061
19810825   -0.51   -1.05   -0.16   0.061
19810826   -0.15   -0.07    0.19   0.061
19810827   -1.07    0.28    0.80   0.061
19810828    0.45   -0.17   -0.03   0.061
19810831   -1.14    0.04    0.87   0.061
19810901    0.14   -0.52   -0.08   0.059
19810902    0.25    0.05   -0.17   0.059
19810903   -1.99    0.24    1.18   0.059
19810904   -1.02    0.03    0.39   0.059
19810908   -2.07   -0.80    1.10   0.059
19810909    0.19   -0.28   -0.22   0.059
19810910    1.51    0.00   -0.75   0.059
19810911    1.17   -0.05   -0.25   0.059
19810914   -0.80    0.68   -0.04   0.059
19810915   -0.67    0.47    0.39   0.059
19810916   -0.90   -0.26    1.12   0.059
19810917   -1.55    0.15    1.31   0.059
19810918   -0.91   -0.27    0.76   0.059
19810921    0.52   -0.82    0.30   0.059
19810922   -0.48    0.17    0.49   0.059
19810923   -1.22   -0.90    0.90   0.059
19810924   -0.43    0.24    0.24   0.059
19810925   -2.46   -1.17    1.78   0.059
19810928    2.01   -1.77   -1.61   0.059
19810929    0.81    1.53   -1.27   0.059
19810930    0.24    0.53   -0.33   0.059
19811001    0.75    0.04   -0.83   0.055
19811002    1.99   -0.16   -0.97   0.055
19811005    0.27    0.61   -0.24   0.055
19811006   -0.13    0.32   -0.94   0.055
19811007    1.54   -0.07   -0.78   0.055
19811008    0.87    0.37   -0.64   0.055
19811009   -0.54    0.59    0.85   0.055
19811012   -0.24    0.30    0.31   0.055
19811013   -0.23    0.49   -0.10   0.055
19811014   -1.62    0.41    1.00   0.055
19811015    0.53   -0.38   -0.17   0.055
19811016   -0.36    0.35    0.33   0.055
19811019   -0.22   -0.16    0.25   0.055
19811020    0.97   -0.35   -0.59   0.055
19811021   -0.14    0.43   -0.47   0.055
19811022   -0.35    0.06   -0.01   0.055
19811023   -0.79    0.42    0.08   0.055
19811026   -0.44   -0.14   -0.13   0.055
19811027    0.92   -0.19   -0.50   0.055
19811028    0.16    0.19   -0.20   0.055
19811029   -0.42    0.09    0.01   0.055
19811030    2.19   -1.19   -0.20   0.055
19811102    1.90   -0.48   -1.33   0.053
19811103    0.48    0.19   -0.14   0.053
19811104    0.08    0.14    0.06   0.053
19811105   -0.69    0.58    0.64   0.053
19811106   -0.50    0.28    0.46   0.053
19811109    0.35   -0.61    0.75   0.053
19811110   -0.40    0.41    0.61   0.053
19811111    0.14   -0.22    0.49   0.053
19811112    0.20    0.10    0.52   0.053
19811113   -1.23    0.58    1.12   0.053
19811116   -1.32   -0.27    1.05   0.053
19811117    0.55   -0.65    0.05   0.053
19811118   -0.48    0.37    0.38   0.053
19811119    0.42   -0.42   -0.54   0.053
19811120    0.87   -0.17   -0.50   0.053
19811123   -0.12    0.09   -0.44   0.053
19811124    1.28   -0.79   -0.18   0.053
19811125    0.35    0.17   -0.02   0.053
19811127    0.78   -0.05   -0.36   0.053
19811130    0.81   -0.27   -0.87   0.053
19811201   -0.25    0.16    0.10   0.039
19811202   -1.05    0.61    0.27   0.039
19811203    0.33   -0.42   -0.16   0.039
19811204    0.68   -0.21   -0.09   0.039
19811207   -0.81    0.16    0.39   0.039
19811208   -0.51   -0.32    0.11   0.039
19811209    0.50   -0.25   -0.50   0.039
19811210    0.18    0.15    0.00   0.039
19811211   -0.60    0.43   -0.04   0.039
19811214   -1.61    0.17    0.60   0.039
19811215    0.06    0.04    0.03   0.039
19811216   -0.37    0.36   -0.13   0.039
19811217    0.39   -0.14   -0.64   0.039
19811218    0.62   -0.15   -0.40   0.039
