"","year","ccode","fatlev1","hostlev1","legselec","esolow","bhkavg","exchprem","sh_staa","sh_med_b","sh_med_p","sh_h2o_s","immig","emig"
"324",1951,20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,194,NA
"325",1952,20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,164,NA
"326",1953,20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,169,NA
"327",1954,20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,154,NA
"328",1955,20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,110,NA
"329",1956,20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,171,NA
"330",1957,20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,289,NA
"331",1958,20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,132,NA
"332",1959,20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,107,NA
"333",1960,20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,104,NA
"334",1961,20,NA,NA,2,-0.0240729991346598,10.8507995605469,NA,NA,NA,NA,NA,72,NA
"335",1962,20,NA,NA,2,0.0279399994760752,10.8507995605469,NA,NA,NA,NA,NA,75,NA
"336",1963,20,0,4,2,0.0177590008825064,10.8507995605469,NA,NA,NA,NA,NA,93,NA
"337",1964,20,NA,NA,2,0.0150739997625351,10.8507995605469,NA,NA,NA,NA,NA,113,NA
"338",1965,20,NA,NA,2,0.0157490000128746,10.8507995605469,NA,NA,NA,NA,NA,147,NA
"339",1966,20,NA,NA,2,-0.0186720006167889,10.8507995605469,NA,NA,NA,NA,NA,195,NA
"340",1967,20,NA,NA,2,-0.0153860002756119,10.8507995605469,NA,NA,NA,NA,NA,223,NA
"341",1968,20,NA,NA,2,0.0142860002815723,10.8507995605469,NA,NA,NA,NA,NA,184,NA
"342",1969,20,NA,NA,2,0.0100549999624491,10.8507995605469,NA,NA,NA,NA,NA,162,NA
"343",1970,20,NA,NA,2,-0.0134570002555847,10.8507995605469,NA,NA,101,684,NA,148,NA
"344",1971,20,NA,NA,2,0.0187250003218651,10.8507995605469,NA,NA,NA,NA,NA,122,NA
"345",1972,20,NA,NA,2,-0.0452140010893345,10.8507995605469,NA,NA,NA,NA,NA,122,NA
"346",1973,20,NA,NA,2,0.0126579999923706,10.8507995605469,NA,NA,NA,NA,NA,184,NA
"347",1974,20,0,4,2,-0.0429480001330376,10.8507995605469,NA,NA,NA,NA,NA,218,NA
"348",1975,20,0,4,2,0.0189839992672205,10.8507995605469,NA,NA,NA,NA,NA,188,NA
"349",1976,20,NA,NA,2,0.012958999723196,10.8507995605469,NA,NA,NA,NA,NA,149,NA
"350",1977,20,NA,NA,2,0.0620950013399124,10.8507995605469,NA,NA,NA,NA,NA,115,NA
"351",1978,20,NA,NA,2,-0.0457150004804134,10.8507995605469,NA,NA,NA,NA,NA,86,NA
"352",1979,20,NA,NA,2,-0.00536399986594915,10.8507995605469,NA,NA,NA,NA,NA,112,NA
"353",1980,20,NA,NA,2,-0.0249300003051758,10.8507995605469,NA,NA,NA,NA,NA,143,NA
"354",1981,20,NA,NA,2,-0.00308199995197356,10.8507995605469,NA,NA,NA,560,NA,129,NA
"355",1982,20,NA,NA,2,-0.056538999080658,10.8507995605469,NA,NA,NA,NA,97,121,NA
"356",1983,20,NA,NA,NA,0.0516300015151501,10.8507995605469,NA,NA,NA,NA,NA,189,NA
"357",1984,20,NA,NA,NA,0.0113369999453425,10.8507995605469,NA,NA,NA,523,NA,88,NA
"358",1985,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,84,NA
"359",1986,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA
"360",1987,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA
"361",1988,20,NA,NA,NA,NA,NA,NA,99,NA,469,NA,162,NA
"362",1989,20,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,192,NA
"363",1990,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,212,NA
"364",1991,20,NA,NA,NA,NA,NA,NA,NA,NA,464,NA,231,NA
"365",1992,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,NA
"366",1993,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,NA
"367",1994,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",1995,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",1950,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",1951,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",1952,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",1953,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",1954,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",1955,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",1956,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",1957,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",1958,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",1959,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",1960,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",1961,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",1962,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",1963,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",1964,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",1965,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",1966,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",1967,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",1968,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",1969,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",1970,31,NA,NA,NA,NA,NA,NA,NA,196,1315,65,NA,NA
"390",1971,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",1972,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",1973,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",1974,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",1975,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA
"395",1976,31,NA,NA,NA,NA,NA,0.0769610032439232,NA,NA,NA,NA,NA,NA
"396",1977,31,NA,NA,NA,NA,NA,0.0487900003790855,NA,NA,NA,NA,NA,NA
"397",1978,31,NA,NA,NA,NA,NA,0.0392209999263287,NA,NA,NA,NA,NA,NA
"398",1979,31,NA,NA,NA,NA,NA,0.0295589994639158,NA,NA,NA,NA,NA,NA
"399",1980,31,NA,NA,NA,NA,NA,0.3576740026474,NA,227,1065,NA,NA,NA
"400",1981,31,NA,NA,NA,NA,NA,0.371564000844955,NA,NA,NA,NA,NA,NA
"401",1982,31,NA,NA,NA,NA,NA,0.223143994808197,NA,NA,NA,NA,NA,NA
"402",1983,31,NA,NA,NA,NA,NA,0.18232199549675,NA,NA,NA,NA,NA,NA
"403",1984,31,0,4,NA,NA,NA,0.0861779972910881,NA,NA,1060,NA,NA,NA
"404",1985,31,NA,NA,NA,NA,NA,0.104359999299049,100,NA,NA,87,NA,NA
"405",1986,31,NA,NA,NA,NA,NA,0.0953100025653839,NA,NA,NA,NA,NA,NA
"406",1987,31,NA,NA,NA,NA,NA,0.0861779972910881,NA,NA,NA,NA,NA,NA
"407",1988,31,NA,NA,NA,NA,NA,0.139761999249458,100,NA,NA,87,NA,NA
"408",1989,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",1990,31,NA,NA,NA,NA,NA,NA,NA,232,775,NA,NA,NA
"410",1991,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",1992,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",1993,31,NA,NA,NA,NA,NA,NA,NA,257,691,97,NA,NA
"413",1994,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",1995,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",1901,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
"416",1902,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,12,NA
"417",1903,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,18,NA
"418",1904,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,29,NA
"419",1905,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,54,NA
"420",1906,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,35,NA
"421",1907,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA
"422",1908,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA
"423",1909,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,31,NA
"424",1910,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,38,NA
"425",1911,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,38,NA
"426",1912,40,0,2,2,NA,NA,NA,NA,NA,NA,NA,38,NA
"427",1913,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,44,NA
"428",1914,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA
"429",1915,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA
"430",1916,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA
"431",1917,40,0,4,NA,NA,NA,NA,NA,NA,NA,NA,57,NA
"432",1918,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA
"433",1919,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,80,NA
"434",1920,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,174,NA
"435",1921,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,59,NA
"436",1922,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,26,NA
"437",1923,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,75,NA
"438",1924,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,85,NA
"439",1925,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,56,NA
"440",1926,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,32,NA
"441",1927,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,31,NA
"442",1928,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,27,NA
"443",1929,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,17,NA
"444",1930,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,12,NA
"445",1931,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA
"446",1932,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA
"447",1933,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA
"448",1934,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA
"449",1935,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA
"450",1936,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA
"451",1937,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",1938,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",1939,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",1940,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",1941,40,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",1942,40,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",1943,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",1944,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",1945,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",1946,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",1947,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",1948,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",1949,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",1950,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",1951,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",1952,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",1953,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",1954,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",1955,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",1956,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",1957,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",1958,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",1959,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",1960,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",1961,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",1962,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",1963,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",1964,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",1965,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",1966,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",1967,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",1968,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",1969,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",1970,40,NA,NA,NA,NA,NA,NA,NA,216,1221,56,NA,NA
"485",1971,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",1972,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",1973,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",1974,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",1975,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",1976,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",1977,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",1978,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",1979,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",1980,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",1981,40,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,NA,NA
"496",1982,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA
"497",1983,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",1984,40,NA,NA,NA,NA,NA,NA,NA,NA,530,NA,NA,NA
"499",1985,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA
"500",1986,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",1987,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",1988,40,NA,NA,NA,NA,NA,NA,100,NA,333,NA,NA,NA
"503",1989,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",1990,40,NA,NA,NA,NA,NA,NA,NA,184,274,NA,NA,NA
"505",1991,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",1992,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",1993,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA
"508",1994,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",1995,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA
"510",1859,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",1860,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",1861,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",1862,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",1863,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",1864,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",1865,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",1866,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",1867,41,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",1868,41,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",1869,41,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",1870,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",1871,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",1872,41,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",1873,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",1874,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",1875,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",1876,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",1877,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",1878,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",1879,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",1880,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",1881,41,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",1882,41,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",1883,41,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",1884,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",1885,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",1886,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",1887,41,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",1888,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",1889,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",1890,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",1891,41,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",1892,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",1893,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",1894,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",1895,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",1896,41,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",1897,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",1898,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",1899,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",1900,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",1901,41,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",1902,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",1903,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",1904,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",1905,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",1906,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",1907,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",1908,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",1909,41,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",1910,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",1911,41,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",1912,41,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",1913,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",1914,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",1915,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",1916,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",1917,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",1918,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",1919,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",1920,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",1921,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",1922,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",1923,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",1924,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",1925,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",1926,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",1927,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",1928,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",1929,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",1930,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",1931,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",1932,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",1933,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",1934,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",1935,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",1936,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",1937,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",1938,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",1939,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",1940,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",1941,41,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",1942,41,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",1943,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",1944,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",1945,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",1946,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",1947,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",1948,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",1949,41,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",1950,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",1951,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",1952,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",1953,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",1954,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",1955,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",1956,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",1957,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",1958,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",1959,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",1960,41,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",1961,41,NA,NA,2,NA,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"613",1962,41,NA,NA,2,-0.232641994953156,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"614",1963,41,0,4,2,-0.167339995503426,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"615",1964,41,NA,NA,2,-0.0975240021944046,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"616",1965,41,NA,NA,2,-0.0467449985444546,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"617",1966,41,NA,NA,2,-0.0467210002243519,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"618",1967,41,NA,NA,2,-0.0996450036764145,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"619",1968,41,NA,NA,2,-0.0314869992434978,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"620",1969,41,NA,NA,2,-0.0262170005589724,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"621",1970,41,NA,NA,2,-0.0676210001111031,1.52639997005463,0,NA,1275,12520,NA,NA,NA
"622",1971,41,NA,NA,2,0.0208190008997917,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"623",1972,41,NA,NA,2,-0.0537150017917156,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"624",1973,41,NA,NA,2,-0.0719399973750114,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"625",1974,41,NA,NA,2,-0.0119319995865226,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"626",1975,41,NA,NA,2,-0.0896119996905327,1.52639997005463,0,NA,1288,12391,12,NA,NA
"627",1976,41,NA,NA,2,0.0252369996160269,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"628",1977,41,NA,NA,2,-0.0311440005898476,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"629",1978,41,NA,NA,2,-0.00999299995601177,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"630",1979,41,NA,NA,2,-0.012814000248909,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"631",1980,41,NA,NA,2,0.0513500012457371,1.52639997005463,0,NA,1350,NA,NA,NA,NA
"632",1981,41,NA,NA,2,-0.0625720024108887,1.52639997005463,0,NA,NA,9079,NA,NA,NA
"633",1982,41,NA,NA,2,-0.115082003176212,1.52639997005463,0,NA,NA,NA,NA,NA,NA
"634",1983,41,NA,NA,NA,-0.0281930007040501,1.52639997005463,0,NA,NA,NA,NA,NA,NA
